dataset,sequence,camera,frame_id,image_path,timestamp_seconds,x,y,z
KITTI_odometry,05,image_0,000595,sequences/05/image_0/000595.png,62.01323,171.3197,-9.581146,156.8486
KITTI_odometry,05,image_0,000596,sequences/05/image_0/000596.png,62.11744,170.4234,-9.556695,156.9534
KITTI_odometry,05,image_0,000597,sequences/05/image_0/000597.png,62.22159,169.5318,-9.529498,157.0576
KITTI_odometry,05,image_0,000598,sequences/05/image_0/000598.png,62.3257,168.6411,-9.502013,157.161
KITTI_odometry,05,image_0,000599,sequences/05/image_0/000599.png,62.42992,167.7494,-9.474824,157.264
KITTI_odometry,05,image_0,000600,sequences/05/image_0/000600.png,62.53422,166.8573,-9.448053,157.3675
KITTI_odometry,05,image_0,000601,sequences/05/image_0/000601.png,62.63845,165.9654,-9.422279,157.4718
KITTI_odometry,05,image_0,000602,sequences/05/image_0/000602.png,62.74266,165.0767,-9.397373,157.5771
KITTI_odometry,05,image_0,000603,sequences/05/image_0/000603.png,62.84955,164.1664,-9.371821,157.6877
KITTI_odometry,05,image_0,000604,sequences/05/image_0/000604.png,62.95119,163.3046,-9.348969,157.7946
KITTI_odometry,05,image_0,000605,sequences/05/image_0/000605.png,63.05552,162.4228,-9.324889,157.9057
KITTI_odometry,05,image_0,000606,sequences/05/image_0/000606.png,63.15976,161.5439,-9.30001,158.0151
KITTI_odometry,05,image_0,000607,sequences/05/image_0/000607.png,63.26394,160.6685,-9.278466,158.1268
KITTI_odometry,05,image_0,000608,sequences/05/image_0/000608.png,63.36817,159.791,-9.257473,158.2372
KITTI_odometry,05,image_0,000609,sequences/05/image_0/000609.png,63.4723,158.9175,-9.235883,158.3483
KITTI_odometry,05,image_0,000610,sequences/05/image_0/000610.png,63.57657,158.0452,-9.214242,158.4607
KITTI_odometry,05,image_0,000611,sequences/05/image_0/000611.png,63.68082,157.1734,-9.192396,158.5732
KITTI_odometry,05,image_0,000612,sequences/05/image_0/000612.png,63.78505,156.307,-9.171456,158.6857
KITTI_odometry,05,image_0,000613,sequences/05/image_0/000613.png,63.88957,155.435,-9.149972,158.7993
KITTI_odometry,05,image_0,000614,sequences/05/image_0/000614.png,63.9936,154.5698,-9.127752,158.9136
KITTI_odometry,05,image_0,000615,sequences/05/image_0/000615.png,64.09783,153.7017,-9.106746,159.0295
KITTI_odometry,05,image_0,000616,sequences/05/image_0/000616.png,64.20208,152.8296,-9.085915,159.1441
KITTI_odometry,05,image_0,000617,sequences/05/image_0/000617.png,64.30631,151.9539,-9.065684,159.2594
KITTI_odometry,05,image_0,000618,sequences/05/image_0/000618.png,64.41054,151.0745,-9.046829,159.3794
KITTI_odometry,05,image_0,000619,sequences/05/image_0/000619.png,64.51514,150.1896,-9.027227,159.5007
KITTI_odometry,05,image_0,000620,sequences/05/image_0/000620.png,64.61962,149.3011,-9.007556,159.6223
KITTI_odometry,05,image_0,000621,sequences/05/image_0/000621.png,64.72337,148.4176,-8.986304,159.744
KITTI_odometry,05,image_0,000622,sequences/05/image_0/000622.png,64.82756,147.5233,-8.965435,159.8738
KITTI_odometry,05,image_0,000623,sequences/05/image_0/000623.png,64.93171,146.6258,-8.943302,160.006
KITTI_odometry,05,image_0,000624,sequences/05/image_0/000624.png,65.03592,145.7261,-8.923891,160.1315
KITTI_odometry,05,image_0,000625,sequences/05/image_0/000625.png,65.14017,144.8243,-8.900537,160.2572
KITTI_odometry,05,image_0,000626,sequences/05/image_0/000626.png,65.24443,143.9222,-8.876788,160.3908
KITTI_odometry,05,image_0,000627,sequences/05/image_0/000627.png,65.34901,143.0067,-8.855379,160.5168
KITTI_odometry,05,image_0,000628,sequences/05/image_0/000628.png,65.45301,142.09,-8.83461,160.64
KITTI_odometry,05,image_0,000629,sequences/05/image_0/000629.png,65.55726,141.169,-8.814338,160.7675
KITTI_odometry,05,image_0,000630,sequences/05/image_0/000630.png,65.66132,140.2449,-8.793788,160.8945
KITTI_odometry,05,image_0,000631,sequences/05/image_0/000631.png,65.76555,139.3164,-8.77445,161.0191
KITTI_odometry,05,image_0,000632,sequences/05/image_0/000632.png,65.87056,138.3734,-8.753301,161.1378
KITTI_odometry,05,image_0,000633,sequences/05/image_0/000633.png,65.97396,137.4412,-8.730564,161.2492
KITTI_odometry,05,image_0,000634,sequences/05/image_0/000634.png,66.07807,136.4973,-8.707212,161.3585
KITTI_odometry,05,image_0,000635,sequences/05/image_0/000635.png,66.18233,135.5474,-8.684384,161.4635
KITTI_odometry,05,image_0,000636,sequences/05/image_0/000636.png,66.28654,134.5952,-8.660506,161.5602
KITTI_odometry,05,image_0,000637,sequences/05/image_0/000637.png,66.39084,133.6359,-8.63717,161.6556
KITTI_odometry,05,image_0,000638,sequences/05/image_0/000638.png,66.49507,132.6768,-8.614007,161.7489
KITTI_odometry,05,image_0,000639,sequences/05/image_0/000639.png,66.59938,131.7112,-8.590858,161.8406
KITTI_odometry,05,image_0,000640,sequences/05/image_0/000640.png,66.70357,130.7412,-8.568927,161.9362
KITTI_odometry,05,image_0,000641,sequences/05/image_0/000641.png,66.80768,129.7673,-8.548312,162.034
KITTI_odometry,05,image_0,000642,sequences/05/image_0/000642.png,66.91193,128.789,-8.526577,162.1294
KITTI_odometry,05,image_0,000643,sequences/05/image_0/000643.png,67.01794,127.7888,-8.502345,162.2242
KITTI_odometry,05,image_0,000644,sequences/05/image_0/000644.png,67.12048,126.8239,-8.478331,162.3139
KITTI_odometry,05,image_0,000645,sequences/05/image_0/000645.png,67.22469,125.847,-8.451643,162.4025
KITTI_odometry,05,image_0,000646,sequences/05/image_0/000646.png,67.32897,124.8698,-8.423223,162.4891
KITTI_odometry,05,image_0,000647,sequences/05/image_0/000647.png,67.43319,123.8955,-8.393223,162.5755
KITTI_odometry,05,image_0,000648,sequences/05/image_0/000648.png,67.53749,122.9228,-8.364074,162.6628
KITTI_odometry,05,image_0,000649,sequences/05/image_0/000649.png,67.64172,121.9517,-8.334383,162.7476
KITTI_odometry,05,image_0,000650,sequences/05/image_0/000650.png,67.74594,120.9827,-8.305096,162.833
KITTI_odometry,05,image_0,000651,sequences/05/image_0/000651.png,67.85004,120.0115,-8.27603,162.917
KITTI_odometry,05,image_0,000652,sequences/05/image_0/000652.png,67.9543,119.04,-8.247097,162.9982
KITTI_odometry,05,image_0,000653,sequences/05/image_0/000653.png,68.0586,118.0676,-8.217188,163.0817
KITTI_odometry,05,image_0,000654,sequences/05/image_0/000654.png,68.16285,117.0962,-8.190686,163.1649
KITTI_odometry,05,image_0,000655,sequences/05/image_0/000655.png,68.26697,116.1257,-8.16462,163.2477
KITTI_odometry,05,image_0,000656,sequences/05/image_0/000656.png,68.37123,115.1532,-8.13741,163.332
KITTI_odometry,05,image_0,000657,sequences/05/image_0/000657.png,68.47545,114.1834,-8.112159,163.4176
KITTI_odometry,05,image_0,000658,sequences/05/image_0/000658.png,68.57955,113.2135,-8.088498,163.5036
KITTI_odometry,05,image_0,000659,sequences/05/image_0/000659.png,68.68382,112.2414,-8.064935,163.5907
KITTI_odometry,05,image_0,000660,sequences/05/image_0/000660.png,68.78795,111.2713,-8.039749,163.6764
KITTI_odometry,05,image_0,000661,sequences/05/image_0/000661.png,68.89224,110.2992,-8.016223,163.7618
KITTI_odometry,05,image_0,000662,sequences/05/image_0/000662.png,68.99632,109.3298,-7.988739,163.8452
KITTI_odometry,05,image_0,000663,sequences/05/image_0/000663.png,69.10045,108.36,-7.961322,163.93
KITTI_odometry,05,image_0,000664,sequences/05/image_0/000664.png,69.20468,107.386,-7.933978,164.0146
KITTI_odometry,05,image_0,000665,sequences/05/image_0/000665.png,69.30884,106.4168,-7.906372,164.1013
KITTI_odometry,05,image_0,000666,sequences/05/image_0/000666.png,69.4131,105.4447,-7.880923,164.1854
KITTI_odometry,05,image_0,000667,sequences/05/image_0/000667.png,69.51724,104.4776,-7.853605,164.2692
KITTI_odometry,05,image_0,000668,sequences/05/image_0/000668.png,69.62136,103.5089,-7.826026,164.3528
KITTI_odometry,05,image_0,000669,sequences/05/image_0/000669.png,69.7256,102.5407,-7.799256,164.4349
KITTI_odometry,05,image_0,000670,sequences/05/image_0/000670.png,69.82967,101.572,-7.770766,164.5137
KITTI_odometry,05,image_0,000671,sequences/05/image_0/000671.png,69.93392,100.6078,-7.743516,164.5939
KITTI_odometry,05,image_0,000672,sequences/05/image_0/000672.png,70.03807,99.6444,-7.716144,164.6724
KITTI_odometry,05,image_0,000673,sequences/05/image_0/000673.png,70.14235,98.68013,-7.691555,164.7519
KITTI_odometry,05,image_0,000674,sequences/05/image_0/000674.png,70.24645,97.71624,-7.668411,164.836
KITTI_odometry,05,image_0,000675,sequences/05/image_0/000675.png,70.35078,96.74473,-7.645451,164.9281
KITTI_odometry,05,image_0,000676,sequences/05/image_0/000676.png,70.45492,95.77946,-7.621151,165.025
KITTI_odometry,05,image_0,000677,sequences/05/image_0/000677.png,70.55917,94.81342,-7.595478,165.1226
KITTI_odometry,05,image_0,000678,sequences/05/image_0/000678.png,70.66333,93.84929,-7.567909,165.2231
KITTI_odometry,05,image_0,000679,sequences/05/image_0/000679.png,70.76754,92.88647,-7.539571,165.3259
KITTI_odometry,05,image_0,000680,sequences/05/image_0/000680.png,70.87192,91.91835,-7.510417,165.4274
KITTI_odometry,05,image_0,000681,sequences/05/image_0/000681.png,70.97626,90.95214,-7.480226,165.5302
KITTI_odometry,05,image_0,000682,sequences/05/image_0/000682.png,71.08235,89.97192,-7.45148,165.6374
KITTI_odometry,05,image_0,000683,sequences/05/image_0/000683.png,71.18447,89.02823,-7.424901,165.7432
KITTI_odometry,05,image_0,000684,sequences/05/image_0/000684.png,71.28855,88.06538,-7.399685,165.8512
KITTI_odometry,05,image_0,000685,sequences/05/image_0/000685.png,71.3928,87.09607,-7.380274,165.9632
KITTI_odometry,05,image_0,000686,sequences/05/image_0/000686.png,71.49692,86.12617,-7.361033,166.0746
KITTI_odometry,05,image_0,000687,sequences/05/image_0/000687.png,71.60151,85.15047,-7.341209,166.1916
KITTI_odometry,05,image_0,000688,sequences/05/image_0/000688.png,71.70533,84.18412,-7.317668,166.3055
KITTI_odometry,05,image_0,000689,sequences/05/image_0/000689.png,71.80946,83.2161,-7.293431,166.4184
KITTI_odometry,05,image_0,000690,sequences/05/image_0/000690.png,71.91358,82.24261,-7.267431,166.5315
KITTI_odometry,05,image_0,000691,sequences/05/image_0/000691.png,72.0178,81.26555,-7.240322,166.646
KITTI_odometry,05,image_0,000692,sequences/05/image_0/000692.png,72.12192,80.28691,-7.211469,166.754
KITTI_odometry,05,image_0,000693,sequences/05/image_0/000693.png,72.22605,79.31183,-7.181974,166.8626
KITTI_odometry,05,image_0,000694,sequences/05/image_0/000694.png,72.33029,78.33892,-7.153796,166.9738
KITTI_odometry,05,image_0,000695,sequences/05/image_0/000695.png,72.43462,77.36723,-7.127829,167.087
KITTI_odometry,05,image_0,000696,sequences/05/image_0/000696.png,72.53869,76.39326,-7.104477,167.2019
KITTI_odometry,05,image_0,000697,sequences/05/image_0/000697.png,72.64298,75.40969,-7.083141,167.3142
KITTI_odometry,05,image_0,000698,sequences/05/image_0/000698.png,72.74708,74.42483,-7.061818,167.4265
KITTI_odometry,05,image_0,000699,sequences/05/image_0/000699.png,72.85134,73.4387,-7.03786,167.5389
KITTI_odometry,05,image_0,000700,sequences/05/image_0/000700.png,72.95548,72.45612,-7.009383,167.6483
KITTI_odometry,05,image_0,000701,sequences/05/image_0/000701.png,73.05956,71.47256,-6.982627,167.755
KITTI_odometry,05,image_0,000702,sequences/05/image_0/000702.png,73.16384,70.48515,-6.956324,167.8634
KITTI_odometry,05,image_0,000703,sequences/05/image_0/000703.png,73.26799,69.4976,-6.928865,167.9681
KITTI_odometry,05,image_0,000704,sequences/05/image_0/000704.png,73.37208,68.50825,-6.902407,168.0701
KITTI_odometry,05,image_0,000705,sequences/05/image_0/000705.png,73.47628,67.51984,-6.876903,168.1677
KITTI_odometry,05,image_0,000706,sequences/05/image_0/000706.png,73.58042,66.52966,-6.849228,168.2622
KITTI_odometry,05,image_0,000707,sequences/05/image_0/000707.png,73.6846,65.53633,-6.822546,168.3543
KITTI_odometry,05,image_0,000708,sequences/05/image_0/000708.png,73.78887,64.54085,-6.79639,168.4419
KITTI_odometry,05,image_0,000709,sequences/05/image_0/000709.png,73.89296,63.54367,-6.768485,168.5295
KITTI_odometry,05,image_0,000710,sequences/05/image_0/000710.png,73.99724,62.54205,-6.740162,168.6151
KITTI_odometry,05,image_0,000711,sequences/05/image_0/000711.png,74.10133,61.5404,-6.714259,168.6972
KITTI_odometry,05,image_0,000712,sequences/05/image_0/000712.png,74.20558,60.53894,-6.686894,168.7777
KITTI_odometry,05,image_0,000713,sequences/05/image_0/000713.png,74.30981,59.53933,-6.658607,168.8593
KITTI_odometry,05,image_0,000714,sequences/05/image_0/000714.png,74.41406,58.53719,-6.630508,168.9414
KITTI_odometry,05,image_0,000715,sequences/05/image_0/000715.png,74.51819,57.53603,-6.604353,169.0211
KITTI_odometry,05,image_0,000716,sequences/05/image_0/000716.png,74.6225,56.53409,-6.576718,169.103
KITTI_odometry,05,image_0,000717,sequences/05/image_0/000717.png,74.72671,55.53393,-6.548982,169.185
KITTI_odometry,05,image_0,000718,sequences/05/image_0/000718.png,74.83087,54.53419,-6.521493,169.2648
KITTI_odometry,05,image_0,000719,sequences/05/image_0/000719.png,74.93508,53.5363,-6.49463,169.3432
KITTI_odometry,05,image_0,000720,sequences/05/image_0/000720.png,75.03918,52.54333,-6.467507,169.4202
KITTI_odometry,05,image_0,000721,sequences/05/image_0/000721.png,75.14343,51.54988,-6.441651,169.495
KITTI_odometry,05,image_0,000722,sequences/05/image_0/000722.png,75.24756,50.5616,-6.413829,169.567
KITTI_odometry,05,image_0,000723,sequences/05/image_0/000723.png,75.35171,49.57187,-6.389179,169.6402
KITTI_odometry,05,image_0,000724,sequences/05/image_0/000724.png,75.45606,48.5877,-6.365828,169.7083
KITTI_odometry,05,image_0,000725,sequences/05/image_0/000725.png,75.56008,47.61182,-6.344237,169.7763
KITTI_odometry,05,image_0,000726,sequences/05/image_0/000726.png,75.66421,46.6355,-6.324209,169.8396
KITTI_odometry,05,image_0,000727,sequences/05/image_0/000727.png,75.76834,45.66087,-6.305321,169.9006
KITTI_odometry,05,image_0,000728,sequences/05/image_0/000728.png,75.87244,44.68182,-6.287617,169.9586
KITTI_odometry,05,image_0,000729,sequences/05/image_0/000729.png,75.97658,43.71013,-6.268908,170.0171
KITTI_odometry,05,image_0,000730,sequences/05/image_0/000730.png,76.0807,42.74416,-6.249479,170.0723
KITTI_odometry,05,image_0,000731,sequences/05/image_0/000731.png,76.185,41.78176,-6.228328,170.1248
KITTI_odometry,05,image_0,000732,sequences/05/image_0/000732.png,76.28906,40.82336,-6.202703,170.1766
KITTI_odometry,05,image_0,000733,sequences/05/image_0/000733.png,76.3933,39.8647,-6.175146,170.228
KITTI_odometry,05,image_0,000734,sequences/05/image_0/000734.png,76.49746,38.90723,-6.146854,170.278
KITTI_odometry,05,image_0,000735,sequences/05/image_0/000735.png,76.6019,37.95304,-6.11653,170.3283
KITTI_odometry,05,image_0,000736,sequences/05/image_0/000736.png,76.70627,37.00423,-6.084618,170.3775
KITTI_odometry,05,image_0,000737,sequences/05/image_0/000737.png,76.81012,36.0688,-6.05452,170.4262
KITTI_odometry,05,image_0,000738,sequences/05/image_0/000738.png,76.91447,35.13286,-6.023869,170.4735
KITTI_odometry,05,image_0,000739,sequences/05/image_0/000739.png,77.01832,34.20793,-5.994786,170.5188
KITTI_odometry,05,image_0,000740,sequences/05/image_0/000740.png,77.12259,33.29,-5.964224,170.5614
KITTI_odometry,05,image_0,000741,sequences/05/image_0/000741.png,77.22668,32.38526,-5.93434,170.6028
KITTI_odometry,05,image_0,000742,sequences/05/image_0/000742.png,77.3308,31.48447,-5.90404,170.6422
KITTI_odometry,05,image_0,000743,sequences/05/image_0/000743.png,77.43611,30.58176,-5.872975,170.6794
KITTI_odometry,05,image_0,000744,sequences/05/image_0/000744.png,77.53921,29.70436,-5.841817,170.7134
KITTI_odometry,05,image_0,000745,sequences/05/image_0/000745.png,77.64333,28.82594,-5.81216,170.7461
KITTI_odometry,05,image_0,000746,sequences/05/image_0/000746.png,77.74763,27.95477,-5.782162,170.7773
KITTI_odometry,05,image_0,000747,sequences/05/image_0/000747.png,77.8517,27.09342,-5.753892,170.8071
KITTI_odometry,05,image_0,000748,sequences/05/image_0/000748.png,77.95581,26.24437,-5.725102,170.8337
KITTI_odometry,05,image_0,000749,sequences/05/image_0/000749.png,78.0601,25.40547,-5.695381,170.8574
KITTI_odometry,05,image_0,000750,sequences/05/image_0/000750.png,78.16432,24.58317,-5.666829,170.8773
KITTI_odometry,05,image_0,000751,sequences/05/image_0/000751.png,78.26858,23.77585,-5.638788,170.8968
KITTI_odometry,05,image_0,000752,sequences/05/image_0/000752.png,78.37279,22.98624,-5.610987,170.9164
KITTI_odometry,05,image_0,000753,sequences/05/image_0/000753.png,78.47715,22.20933,-5.584114,170.9378
KITTI_odometry,05,image_0,000754,sequences/05/image_0/000754.png,78.58142,21.4456,-5.559904,170.9645
KITTI_odometry,05,image_0,000755,sequences/05/image_0/000755.png,78.68571,20.69094,-5.536829,170.9942
KITTI_odometry,05,image_0,000756,sequences/05/image_0/000756.png,78.78998,19.94428,-5.515388,171.0278
KITTI_odometry,05,image_0,000757,sequences/05/image_0/000757.png,78.89417,19.20611,-5.494749,171.0651
KITTI_odometry,05,image_0,000758,sequences/05/image_0/000758.png,78.99861,18.47268,-5.472781,171.1029
KITTI_odometry,05,image_0,000759,sequences/05/image_0/000759.png,79.10274,17.74801,-5.451042,171.1422
KITTI_odometry,05,image_0,000760,sequences/05/image_0/000760.png,79.20709,17.02821,-5.430247,171.1833
KITTI_odometry,05,image_0,000761,sequences/05/image_0/000761.png,79.31129,16.31412,-5.40817,171.2284
KITTI_odometry,05,image_0,000762,sequences/05/image_0/000762.png,79.41555,15.60676,-5.386891,171.2731
KITTI_odometry,05,image_0,000763,sequences/05/image_0/000763.png,79.52132,14.89954,-5.366543,171.3168
KITTI_odometry,05,image_0,000764,sequences/05/image_0/000764.png,79.62408,14.2232,-5.34737,171.3599
KITTI_odometry,05,image_0,000765,sequences/05/image_0/000765.png,79.72836,13.54546,-5.327205,171.4036
KITTI_odometry,05,image_0,000766,sequences/05/image_0/000766.png,79.83262,12.87576,-5.307366,171.447
KITTI_odometry,05,image_0,000767,sequences/05/image_0/000767.png,79.93681,12.21623,-5.289372,171.4921
KITTI_odometry,05,image_0,000768,sequences/05/image_0/000768.png,80.04106,11.56807,-5.273013,171.5402
KITTI_odometry,05,image_0,000769,sequences/05/image_0/000769.png,80.14531,10.93393,-5.255371,171.5884
KITTI_odometry,05,image_0,000770,sequences/05/image_0/000770.png,80.24958,10.31366,-5.238926,171.6384
KITTI_odometry,05,image_0,000771,sequences/05/image_0/000771.png,80.3538,9.70917,-5.222309,171.6873
KITTI_odometry,05,image_0,000772,sequences/05/image_0/000772.png,80.45824,9.12053,-5.204828,171.7402
KITTI_odometry,05,image_0,000773,sequences/05/image_0/000773.png,80.56251,8.551464,-5.188571,171.7957
KITTI_odometry,05,image_0,000774,sequences/05/image_0/000774.png,80.66669,7.998637,-5.175534,171.8537
KITTI_odometry,05,image_0,000775,sequences/05/image_0/000775.png,80.77093,7.461749,-5.161644,171.9086
KITTI_odometry,05,image_0,000776,sequences/05/image_0/000776.png,80.87541,6.938515,-5.148935,171.9658
KITTI_odometry,05,image_0,000777,sequences/05/image_0/000777.png,80.97957,6.432635,-5.135935,172.0241
KITTI_odometry,05,image_0,000778,sequences/05/image_0/000778.png,81.08396,5.941199,-5.122506,172.0898
KITTI_odometry,05,image_0,000779,sequences/05/image_0/000779.png,81.18818,5.461638,-5.108901,172.1564
KITTI_odometry,05,image_0,000780,sequences/05/image_0/000780.png,81.29255,4.995356,-5.097142,172.2277
KITTI_odometry,05,image_0,000781,sequences/05/image_0/000781.png,81.39684,4.541988,-5.086635,172.2989
KITTI_odometry,05,image_0,000782,sequences/05/image_0/000782.png,81.50123,4.101101,-5.0788,172.3765
KITTI_odometry,05,image_0,000783,sequences/05/image_0/000783.png,81.60565,3.674361,-5.068751,172.4608
KITTI_odometry,05,image_0,000784,sequences/05/image_0/000784.png,81.70982,3.262747,-5.058377,172.5489
KITTI_odometry,05,image_0,000785,sequences/05/image_0/000785.png,81.81425,2.864576,-5.050116,172.6439
KITTI_odometry,05,image_0,000786,sequences/05/image_0/000786.png,81.91858,2.475555,-5.044008,172.7387
KITTI_odometry,05,image_0,000787,sequences/05/image_0/000787.png,82.02282,2.10015,-5.03851,172.8401
KITTI_odometry,05,image_0,000788,sequences/05/image_0/000788.png,82.12719,1.737145,-5.033886,172.9439
KITTI_odometry,05,image_0,000789,sequences/05/image_0/000789.png,82.23155,1.394096,-5.030678,173.0607
KITTI_odometry,05,image_0,000790,sequences/05/image_0/000790.png,82.33601,1.066699,-5.029479,173.186
KITTI_odometry,05,image_0,000791,sequences/05/image_0/000791.png,82.44036,0.7490336,-5.026746,173.3127
KITTI_odometry,05,image_0,000792,sequences/05/image_0/000792.png,82.54474,0.4352868,-5.023796,173.4488
KITTI_odometry,05,image_0,000793,sequences/05/image_0/000793.png,82.64906,0.1244878,-5.020538,173.5851
KITTI_odometry,05,image_0,000794,sequences/05/image_0/000794.png,82.75777,-0.1940023,-5.015397,173.7434
KITTI_odometry,05,image_0,000795,sequences/05/image_0/000795.png,82.85788,-0.4819953,-5.010263,173.9051
KITTI_odometry,05,image_0,000796,sequences/05/image_0/000796.png,82.96217,-0.7744074,-5.00588,174.0816
KITTI_odometry,05,image_0,000797,sequences/05/image_0/000797.png,83.06668,-1.056277,-5.004071,174.26
KITTI_odometry,05,image_0,000798,sequences/05/image_0/000798.png,83.17127,-1.324858,-5.006267,174.4569
KITTI_odometry,05,image_0,000799,sequences/05/image_0/000799.png,83.27572,-1.58099,-5.01319,174.6662
KITTI_odometry,05,image_0,000800,sequences/05/image_0/000800.png,83.38002,-1.827053,-5.016426,174.8661
KITTI_odometry,05,image_0,000801,sequences/05/image_0/000801.png,83.48474,-2.065394,-5.020977,175.0917
KITTI_odometry,05,image_0,000802,sequences/05/image_0/000802.png,83.5888,-2.298974,-5.02026,175.3083
KITTI_odometry,05,image_0,000803,sequences/05/image_0/000803.png,83.69323,-2.533159,-5.021905,175.5567
KITTI_odometry,05,image_0,000804,sequences/05/image_0/000804.png,83.79755,-2.7621,-5.019984,175.8085
KITTI_odometry,05,image_0,000805,sequences/05/image_0/000805.png,83.90195,-2.984,-5.021561,176.102
KITTI_odometry,05,image_0,000806,sequences/05/image_0/000806.png,84.00645,-3.197645,-5.02738,176.4144
KITTI_odometry,05,image_0,000807,sequences/05/image_0/000807.png,84.11077,-3.408457,-5.035163,176.7201
KITTI_odometry,05,image_0,000808,sequences/05/image_0/000808.png,84.21512,-3.613633,-5.041623,177.0559
KITTI_odometry,05,image_0,000809,sequences/05/image_0/000809.png,84.31931,-3.80931,-5.049114,177.3923
KITTI_odometry,05,image_0,000810,sequences/05/image_0/000810.png,84.42369,-3.994755,-5.05947,177.7639
KITTI_odometry,05,image_0,000811,sequences/05/image_0/000811.png,84.52796,-4.172515,-5.069239,178.1345
KITTI_odometry,05,image_0,000812,sequences/05/image_0/000812.png,84.63228,-4.341951,-5.077813,178.538
KITTI_odometry,05,image_0,000813,sequences/05/image_0/000813.png,84.73726,-4.506015,-5.0855,178.9515
KITTI_odometry,05,image_0,000814,sequences/05/image_0/000814.png,84.84076,-4.658887,-5.093131,179.3984
KITTI_odometry,05,image_0,000815,sequences/05/image_0/000815.png,84.94493,-4.802666,-5.103184,179.8726
KITTI_odometry,05,image_0,000816,sequences/05/image_0/000816.png,85.05121,-4.930925,-5.118399,180.367
KITTI_odometry,05,image_0,000817,sequences/05/image_0/000817.png,85.15425,-5.037119,-5.132442,180.879
KITTI_odometry,05,image_0,000818,sequences/05/image_0/000818.png,85.2577,-5.132379,-5.148414,181.3966
KITTI_odometry,05,image_0,000819,sequences/05/image_0/000819.png,85.36198,-5.212692,-5.159578,181.9529
KITTI_odometry,05,image_0,000820,sequences/05/image_0/000820.png,85.46611,-5.27335,-5.167765,182.524
KITTI_odometry,05,image_0,000821,sequences/05/image_0/000821.png,85.57007,-5.31934,-5.18087,183.1051
KITTI_odometry,05,image_0,000822,sequences/05/image_0/000822.png,85.6741,-5.351521,-5.198453,183.7146
KITTI_odometry,05,image_0,000823,sequences/05/image_0/000823.png,85.77809,-5.374392,-5.21737,184.3315
KITTI_odometry,05,image_0,000824,sequences/05/image_0/000824.png,85.88197,-5.386215,-5.239606,184.9722
KITTI_odometry,05,image_0,000825,sequences/05/image_0/000825.png,85.98583,-5.392321,-5.261747,185.6255
KITTI_odometry,05,image_0,000826,sequences/05/image_0/000826.png,86.08969,-5.394182,-5.283043,186.2935
KITTI_odometry,05,image_0,000827,sequences/05/image_0/000827.png,86.19355,-5.392487,-5.306439,186.9806
KITTI_odometry,05,image_0,000828,sequences/05/image_0/000828.png,86.29753,-5.38794,-5.330977,187.6829
KITTI_odometry,05,image_0,000829,sequences/05/image_0/000829.png,86.40145,-5.38074,-5.355984,188.4002
KITTI_odometry,05,image_0,000830,sequences/05/image_0/000830.png,86.50509,-5.373899,-5.378798,189.1282
KITTI_odometry,05,image_0,000831,sequences/05/image_0/000831.png,86.60897,-5.372151,-5.400566,189.8719
KITTI_odometry,05,image_0,000832,sequences/05/image_0/000832.png,86.71281,-5.376082,-5.423205,190.6327
KITTI_odometry,05,image_0,000833,sequences/05/image_0/000833.png,86.81672,-5.383511,-5.448214,191.4074
KITTI_odometry,05,image_0,000834,sequences/05/image_0/000834.png,86.92068,-5.386586,-5.475289,192.1934
KITTI_odometry,05,image_0,000835,sequences/05/image_0/000835.png,87.02455,-5.388556,-5.503892,192.9838
KITTI_odometry,05,image_0,000836,sequences/05/image_0/000836.png,87.12865,-5.397395,-5.530975,193.782
KITTI_odometry,05,image_0,000837,sequences/05/image_0/000837.png,87.23286,-5.406023,-5.557396,194.5852
KITTI_odometry,05,image_0,000838,sequences/05/image_0/000838.png,87.33686,-5.414875,-5.584706,195.3954
KITTI_odometry,05,image_0,000839,sequences/05/image_0/000839.png,87.4409,-5.425124,-5.615779,196.2071
KITTI_odometry,05,image_0,000840,sequences/05/image_0/000840.png,87.54484,-5.440439,-5.644544,197.0176
KITTI_odometry,05,image_0,000841,sequences/05/image_0/000841.png,87.64894,-5.4507,-5.671587,197.8279
KITTI_odometry,05,image_0,000842,sequences/05/image_0/000842.png,87.75306,-5.463791,-5.697731,198.6388
KITTI_odometry,05,image_0,000843,sequences/05/image_0/000843.png,87.85718,-5.475977,-5.721685,199.4565
KITTI_odometry,05,image_0,000844,sequences/05/image_0/000844.png,87.96142,-5.48971,-5.746165,200.2799
KITTI_odometry,05,image_0,000845,sequences/05/image_0/000845.png,88.06568,-5.502826,-5.772032,201.1081
KITTI_odometry,05,image_0,000846,sequences/05/image_0/000846.png,88.1697,-5.514842,-5.79707,201.9342
KITTI_odometry,05,image_0,000847,sequences/05/image_0/000847.png,88.27385,-5.530315,-5.821917,202.7596
KITTI_odometry,05,image_0,000848,sequences/05/image_0/000848.png,88.37794,-5.546064,-5.847719,203.5844
KITTI_odometry,05,image_0,000849,sequences/05/image_0/000849.png,88.48206,-5.560062,-5.875323,204.4067
KITTI_odometry,05,image_0,000850,sequences/05/image_0/000850.png,88.58636,-5.57464,-5.904682,205.2297
KITTI_odometry,05,image_0,000851,sequences/05/image_0/000851.png,88.69045,-5.595924,-5.931834,206.0488
KITTI_odometry,05,image_0,000852,sequences/05/image_0/000852.png,88.79469,-5.616804,-5.960396,206.8636
